merge,4,2,8,16,0,8,256,32,0,4,4,4,0,0,0,32
spawn,4,2,8,16,0,8,256,32,0,4,4,4,2,0,0,32
merge,0,0,0,16,0,2,8,32,4,8,256,4,2,4,4,32
spawn,2,0,0,16,0,2,8,32,4,8,256,4,2,4,4,32
merge,2,2,8,16,4,8,256,32,2,4,4,4,0,0,0,32
spawn,2,2,8,16,4,8,256,32,2,4,4,4,0,0,2,32
merge,0,4,8,16,4,8,256,32,0,2,4,8,0,0,2,32
spawn,0,4,8,16,4,8,256,32,2,2,4,8,0,0,2,32
merge,0,4,8,16,4,8,256,32,0,4,4,8,0,0,2,32
spawn,2,4,8,16,4,8,256,32,0,4,4,8,0,0,2,32
merge,2,4,8,16,4,8,256,32,0,0,8,8,0,0,2,32
spawn,2,4,8,16,4,8,256,32,2,0,8,8,0,0,2,32
merge,2,4,8,16,4,8,256,32,0,0,2,16,0,0,2,32
spawn,2,4,8,16,4,8,256,32,0,0,2,16,2,0,2,32
merge,0,0,0,16,2,0,8,32,4,4,256,16,2,8,4,32
spawn,0,0,2,16,2,0,8,32,4,4,256,16,2,8,4,32
merge,2,4,2,16,4,8,8,32,2,0,256,16,0,0,4,32
spawn,2,4,2,16,4,8,8,32,2,2,256,16,0,0,4,32
merge,0,0,2,16,2,4,8,32,4,8,256,16,2,2,4,32
spawn,0,2,2,16,2,4,8,32,4,8,256,16,2,2,4,32
merge,0,0,4,16,2,4,8,32,4,8,256,16,0,4,4,32
spawn,2,0,4,16,2,4,8,32,4,8,256,16,0,4,4,32
merge,4,4,4,16,4,8,8,32,0,4,256,16,0,0,4,32
spawn,4,4,4,16,4,8,8,32,0,4,256,16,4,0,4,32
merge,0,4,8,16,0,4,16,32,0,4,256,16,0,0,8,32
spawn,2,4,8,16,0,4,16,32,0,4,256,16,0,0,8,32
merge,2,8,8,16,0,4,16,32,0,0,256,16,0,0,8,32
spawn,2,8,8,16,0,4,16,32,0,0,256,16,2,0,8,32
merge,0,2,16,16,0,4,16,32,0,0,256,16,0,2,8,32
spawn,0,2,16,16,2,4,16,32,0,0,256,16,0,2,8,32
merge,0,0,0,16,0,2,32,32,0,4,256,16,2,2,8,32
spawn,0,0,0,16,0,2,32,32,2,4,256,16,2,2,8,32
merge,0,0,0,16,0,0,2,64,2,4,256,16,0,4,8,32
spawn,2,0,0,16,0,0,2,64,2,4,256,16,0,4,8,32
merge,4,8,2,16,0,0,256,64,0,0,8,16,0,0,0,32
spawn,4,8,2,16,0,0,256,64,2,0,8,16,0,0,0,32
merge,0,0,0,16,0,0,2,64,4,0,256,16,2,8,8,32
spawn,2,0,0,16,0,0,2,64,4,0,256,16,2,8,8,32
merge,0,0,2,16,0,0,2,64,0,4,256,16,0,2,16,32
spawn,0,0,2,16,0,0,2,64,0,4,256,16,2,2,16,32
merge,2,4,4,16,0,2,256,64,0,0,16,16,0,0,0,32
spawn,2,4,4,16,0,2,256,64,0,0,16,16,0,0,2,32
merge,0,2,8,16,0,2,256,64,0,0,0,32,0,0,2,32
spawn,0,2,8,16,2,2,256,64,0,0,0,32,0,0,2,32
merge,2,4,8,16,0,0,256,64,0,0,2,64,0,0,0,0
spawn,2,4,8,16,0,0,256,64,0,0,2,64,0,2,0,0
merge,2,4,8,16,0,2,256,128,0,0,2,0,0,0,0,0
spawn,2,4,8,16,0,2,256,128,0,0,2,0,0,0,2,0
merge,0,0,0,0,0,0,8,0,0,4,256,16,2,2,4,128
spawn,0,0,0,0,2,0,8,0,0,4,256,16,2,2,4,128
merge,4,4,8,16,0,2,256,128,0,0,4,0,0,0,0,0
spawn,4,4,8,16,0,2,256,128,0,0,4,0,2,0,0,0
merge,0,0,0,0,0,0,8,0,4,4,256,16,2,2,4,128
spawn,0,2,0,0,0,0,8,0,4,4,256,16,2,2,4,128
merge,4,2,8,16,2,4,256,128,0,2,4,0,0,0,0,0
spawn,4,2,8,16,2,4,256,128,2,2,4,0,0,0,0,0
merge,0,0,0,0,0,2,8,0,4,4,256,16,4,2,4,128
